symbol,security,country,gics_sector,gics_sub_industry
LODE,Comstock,United States,Finance,Real Estate
LOOP,Loop Industries,Canada,,
LOPE,Grand Canyon Education,United States,Consumer Discretionary,Educational Services
LOVE,The Lovesac Company,United States,,
LOW,Lowe's Companies,United States,Consumer Discretionary,RETAIL: Building Materials
LPCN,Lipocine,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LPG,Dorian LPG Ltd.,United States,Consumer Discretionary,Marine Transportation
LPLA,LPL Financial Holdings,United States,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation,United States,Finance,Finance: Consumer Services
LPSN,LivePerson,United States,Technology,Computer Software: Prepackaged Software
LPTH,LightPath Technologies,United States,Technology,Semiconductors
LPTV,Loop Media,,Industrials,Broadcasting
LPTX,Leap Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPX,Louisiana-Pacific Corporation,United States,Basic Materials,Forest Products
LQDA,Liquidia Corporation,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,Liquidity Services,United States,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation,United States,Technology,Industrial Machinery/Components
LRFC,Logan Ridge Finance Corporation,United States,Finance,Finance Companies
LRMR,Larimar Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Stride,United States,Consumer Discretionary,Educational Services
LSAK,Lesaka Technologies,South Africa,Finance,Investment Bankers/Brokers/Service
LSBK,Lake Shore Bancorp,United States,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation,United States,Technology,Semiconductors
LSDI,Lucy Scientific Discovery,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
LSEA,Landsea Homes Corporation,United States,Consumer Discretionary,Homebuilding
LSF,Laird Superfood,,Consumer Staples,Packaged Foods
LSTA,Lisata Therapeutics,United States,Health Care,Misc Health and Biotechnology Services
LSTR,Landstar System,United States,Industrials,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM,United States,Industrials,Broadcasting
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM,United States,Industrials,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM,United States,Industrials,Broadcasting
LTBR,Lightbridge Corporation,United States,Consumer Discretionary,Business Services
LTC,LTC Properties,United States,Real Estate,Real Estate Investment Trusts
LTCH,Latch,United States,Technology,EDP Services
LTH,Life Time Group Holdings,United States,Consumer Discretionary,Hotels/Resorts
LTHM,Livent Corporation,United States,Industrials,Major Chemicals
LTRN,Lantern Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LTRPA,Liberty TripAdvisor Holdings Series A,United States,Technology,EDP Services
LTRPB,Liberty TripAdvisor Holdings Series B,United States,Technology,EDP Services
LTRX,Lantronix,United States,Telecommunications,Telecommunications Equipment
LTRY,Lottery.com,United States,Technology,Computer Software: Prepackaged Software
LUCD,Lucid Diagnostics,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LUCY,Innovative Eyewear,United States,Health Care,Ophthalmic Goods
LULU,lululemon athletica inc.,Canada,Consumer Discretionary,Apparel
LUMN,Lumen Technologies,United States,Telecommunications,Telecommunications Equipment
LUMO,Lumos Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LUNA,Luna Innovationsorporated,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation,United States,Health Care,Industrial Specialties
LUNR,Intuitive Machines,United States,Industrials,Industrial Machinery/Components
LUV,Southwest Airlines Company,United States,Consumer Discretionary,Air Freight/Delivery Services
LUXH,LuxUrban Hotels,United States,Finance,Real Estate
LVLU,Lulu's Fashion Lounge Holdings,United States,Consumer Discretionary,Catalog/Specialty Distribution
LVO,LiveOne,United States,Consumer Discretionary,Restaurants
LVOX,LiveVox Holdings,United States,Technology,EDP Services
LVS,Las Vegas Sands Corp.,United States,Consumer Discretionary,Hotels/Resorts
LVWR,LiveWire Group,,,
LW,Lamb Weston,United States,Consumer Staples,Packaged Foods & Meats
LWAY,Lifeway Foods,United States,Consumer Staples,Packaged Foods
LWLG,Lightwave Logic,United States,Industrials,Plastic Products
LXRX,Lexicon Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,LSB Industries,United States,Industrials,Major Chemicals
LYB,LyondellBasell,United States,Materials,Specialty Chemicals
LYEL,Lyell Immunopharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft,United States,Consumer Discretionary,Business Services
LYRA,Lyra Therapeutics,United States,Health Care,Medical/Dental Instruments
LYTS,LSI Industries,United States,Consumer Discretionary,Building Products
LYV,Live Nation Entertainment,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com,United States,Technology,EDP Services
LZB,La-Z-Boyorporated,United States,Consumer Discretionary,Home Furnishings
M,Macy's,United States,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercardorporated,United States,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities,United States,Real Estate,Real Estate Investment Trusts
MAC,Macerich Company (The),United States,Real Estate,Real Estate Investment Trusts
MACK,Merrimack Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MAIA,MAIA Biotechnology,,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Main Street Capital Corporation,United States,Finance,Finance/Investors Services
MAN,ManpowerGroup,United States,Consumer Discretionary,Professional Services
MANH,Manhattan Associates,United States,Technology,Computer Software: Prepackaged Software
MAQC,Maquia Capital Acquisition Corporation,United States,Finance,Blank Checks
MAR,Marriott International,United States,Consumer Discretionary,Hotels/Resorts
MARA,Marathon Digital Holdings,United States,Technology,EDP Services
MARK,Remark Holdings,United States,Consumer Discretionary,Telecommunications Equipment
MAS,Masco Corporation,United States,Consumer Discretionary,Building Products
MASI,Masimo Corporation,United States,Health Care,Medical/Dental Instruments
MASS,908 Devices,United States,Health Care,Medical/Dental Instruments
MAT,Mattel,United States,Consumer Discretionary,Recreational Games/Products/Toys
MATV,Mativ Holdings,United States,Basic Materials,Paper
MATW,Matthews International Corporation,United States,Telecommunications,Metal Fabrications
MATX,Matson,United States,Consumer Discretionary,Marine Transportation
MAX,MediaAlpha,,Industrials,Industrial Machinery/Components
MAYS,J. W. Mays,United States,Real Estate,Building operators
MBAC,M3-Brigade Acquisition II Corp.,,Consumer Discretionary,Telecommunications Equipment
MBC,MasterBrand,United States,Industrials,Agricultural Chemicals
MBCN,Middlefield Banc Corp.,United States,Finance,Major Banks
MBI,MBIA,United States,Finance,Property-Casualty Insurers
MBIN,Merchants Bancorp,United States,Finance,Major Banks
MBIO,Mustang Bio,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MBLY,Mobileye Global,Israel,Technology,Computer Software: Prepackaged Software
MBOT,Microbot Medical,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,Moleculin Biotech,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MBSC,M3-Brigade Acquisition III Corp.,,Finance,Blank Checks
MBUU,Malibu Boats,United States,Industrials,Marine Transportation
MBWM,Mercantile Bank Corporation,United States,Finance,Major Banks
MC,Moelis & Company,United States,Finance,Investment Managers
MCAC,Monterey Capital Acquisition Corporation,United States,Finance,Blank Checks
MCAF,Mountain Crest Acquisition Corp. IV,United States,Finance,Blank Checks
MCAG,Mountain Crest Acquisition Corp. V,United States,Finance,Blank Checks
MCB,Metropolitan Bank Holding Corp.,United States,Finance,Major Banks
MCBC,Macatawa Bank Corporation,United States,Finance,Major Banks
MCBS,MetroCity Bankshares,United States,Finance,Major Banks
MCD,McDonald's Corporation,United States,Consumer Discretionary,Restaurants
MCFT,MasterCraft Boat Holdings,United States,Industrials,Marine Transportation
MCHP,Microchip Technologyorporated,United States,Technology,Semiconductors
MCHX,Marchex Class B,United States,Consumer Discretionary,Business Services
MCI,Barings Corporate Investors,United States,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation,United States,Health Care,Other Pharmaceuticals
MCN,Madison Covered Call & Equity Strategy Fund,United States,,
MCO,Moody's Corporation,United States,Finance,Finance: Consumer Services
MCR,MFS Charterome Trust,United States,Finance,Trusts Except Educational Religious and Charitable
MCRB,Seres Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Monarch Casino & Resort,United States,Consumer Discretionary,Hotels/Resorts
MCS,Marcus Corporation (The),United States,Consumer Discretionary,Movies/Entertainment
MCVT,Mill City Ventures III Ltd.,United States,Finance,Finance Companies
MCW,Mister Car Wash,United States,,
MCY,Mercury General Corporation,United States,Finance,Property-Casualty Insurers
MD,Pediatrix Medical Group,United States,Health Care,Hospital/Nursing Management
MDB,MongoDB,United States,Technology,Computer Software: Prepackaged Software
MDC,M.D.C. Holdings,United States,Consumer Discretionary,Homebuilding
MDGL,Madrigal Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MDLZ,Mondelez International,United States,Consumer Staples,Packaged Foods
MDRR,Medalist Diversified REIT,United States,Real Estate,Real Estate Investment Trusts
MDRX,Veradigm,United States,Technology,EDP Services
MDT,Medtronic,United States,Health Care,Health Care Equipment
MDV,Modiv Class C,,,
MDVL,MedAvail Holdings,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
MDWT,Midwest Holding,United States,Finance,Life Insurance
MDXG,MiMedx Group,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ME,23andMe Holding Co.,United States,Health Care,Precision Instruments
MEC,Mayville Engineering Company,United States,Industrials,Industrial Specialties
MED,MEDIFAST INC,United States,Consumer Staples,Packaged Foods
MEDP,Medpace Holdings,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,TRxADE HEALTH,United States,Health Care,Other Pharmaceuticals
MEG,Montrose Environmental Group,United States,Consumer Discretionary,Professional Services
MEI,Methode Electronics,United States,Technology,Electrical Products
MEIP,MEI Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MELI,MercadoLibre,Argentina,Consumer Discretionary,Business Services
MEOH,Methanex Corporation,Canada,,
MERC,Mercer International,Canada,Basic Materials,Paper
MESA,Mesa Air Group,United States,Consumer Discretionary,Air Freight/Delivery Services
MET,MetLife,United States,Finance,Life Insurance
META,Meta Platforms,United States,Technology,Computer Software: Programming Data Processing
METC,Ramaco Resources,United States,Energy,Coal Mining
METCB,Ramaco Resources Class B,United States,Energy,Coal Mining
MFC,Manulife Financial Corporation,Canada,Finance,Life Insurance
MFD,Macquarie First Trust Global,United States,Finance,Trusts Except Educational Religious and Charitable
MFIC,MidCap Financial Investment Corporation,United States,Finance,Finance/Investors Services
MFIN,Medallion Financial Corp.,United States,Finance,Finance: Consumer Services
MFM,MFS Municipalome Trust,United States,Finance,Finance Companies
MFV,MFS Special Value Trust,United States,Finance,Trusts Except Educational Religious and Charitable
MG,Mistras Group,United States,Consumer Discretionary,Military/Government/Technical
MGA,Magna International,Canada,Consumer Discretionary,Auto Parts:O.E.M.
MGAM,Mobile Global Esports,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
MGF,MFS Government Marketsome Trust,United States,Finance,Trusts Except Educational Religious and Charitable
MGLD,The Marygold Companies,,Finance,Finance: Consumer Services
MGM,MGM Resorts International,United States,Consumer Discretionary,Hotels/Resorts
MGNI,Magnite,United States,Technology,Computer Software: Programming Data Processing
MGNX,MacroGenics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MGOL,MGO Global,United States,Consumer Discretionary,Advertising
MGRC,McGrath RentCorp,United States,Consumer Discretionary,Diversified Commercial Services
MGRM,Monogram Orthopaedics,United States,Health Care,Medical/Dental Instruments
MGRX,Mangoceuticals,United States,Technology,Computer Software: Prepackaged Software
MGTA,Magenta Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MGY,Magnolia Oil & Gas Corporation,United States,Energy,Oil & Gas Production
MGYR,Magyar Bancorp,United States,Finance,Major Banks
MHD,Blackrock MuniHoldings Fund,United States,Finance,Investment Bankers/Brokers/Service
MHF,Western Asset Municipal Highome Fund,United States,Finance,Finance/Investors Services
MHH,Mastech Digital,United States,Consumer Discretionary,Professional Services
MHK,Mohawk Industries,United States,Consumer Discretionary,Home Furnishings
MHN,Blackrock MuniHoldings New York Quality Fund,United States,Finance,Investment Bankers/Brokers/Service
MHO,M/I Homes,United States,Consumer Discretionary,Homebuilding
MICS,The Singing Machine Company,United States,Consumer Staples,Diversified Electronic Products
MIDD,Middleby Corporation (The),United States,Industrials,Industrial Machinery/Components
MIGI,Mawson Infrastructure Group,Australia,Finance,Finance: Consumer Services
MIMO,Airspan Networks Holdings,United States,Consumer Discretionary,Telecommunications Equipment
MIN,MFS Intermediateome Trust,United States,Finance,Trusts Except Educational Religious and Charitable
MINM,Minim,United States,Utilities,Telecommunications Equipment
MIO,Pioneer Municipal Highome Opportunities Fund,,Finance,Investment Managers
MIR,Mirion Technologies,United States,Technology,Industrial Machinery/Components
MIRM,Mirum Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MIRO,Miromatrix Medical,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MITK,Mitek Systems,United States,Technology,Computer peripheral equipment
MITQ,Moving iMage Technologies,United States,Telecommunications,Telecommunications Equipment
MITT,AG Mortgage Investment Trust,United States,Real Estate,Real Estate Investment Trusts
MIY,Blackrock MuniYield Michigan Quality Fund,United States,Finance,Investment Bankers/Brokers/Service
MKC,McCormick & Companyorporated,United States,Consumer Staples,Packaged Foods
MKFG,Markforged Holding Corporation,United States,Technology,Retail: Computer Software & Peripheral Equipment
MKL,Markel Group,United States,Finance,Property-Casualty Insurers
MKSI,MKS Instruments,United States,Industrials,Industrial Machinery/Components
MKTW,MarketWise,United States,Technology,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings,United States,Finance,Investment Bankers/Brokers/Service
MKUL,Molekule Group,United States,Utilities,Environmental Services
ML,MoneyLion,United States,Technology,Retail: Computer Software & Peripheral Equipment
MLAB,Mesa Laboratories,United States,Industrials,Industrial Machinery/Components
MLI,Mueller Industries,United States,Industrials,Metal Fabrications
MLKN,MillerKnoll,United States,Consumer Discretionary,Office Equipment/Supplies/Services
MLM,Martin Marietta Materials,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,MeridianLink,United States,Technology,Computer Software: Prepackaged Software
MLP,Maui Land & Pineapple Company,United States,Finance,Real Estate
MLR,Miller Industries,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLSS,Milestone Scientific,United States,Health Care,Industrial Specialties
MLYS,Mineralys Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MMAT,Meta Materials,United States,Technology,Semiconductors
MMC,Marsh & McLennan Companies,United States,Finance,Specialty Insurers
MMI,Marcus & Millichap,United States,Finance,Real Estate
MMM,3M Company,United States,Health Care,Medical/Dental Instruments
MMMB,MamaMancini's Holdings,United States,Consumer Staples,Specialty Foods
MMS,Maximus,United States,Consumer Discretionary,Business Services
MMSI,Merit Medical Systems,United States,Health Care,Medical/Dental Instruments
MMT,MFS Multimarketome Trust,United States,Finance,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund,United States,Finance,Investment Managers
MNKD,MannKind Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNOV,Medicinova,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNP,Western Asset Municipal Partners Fund,United States,Finance,Trusts Except Educational Religious and Charitable
MNPR,Monopar Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro,United States,Consumer Discretionary,Automotive Aftermarket
MNSB,MainStreet Bancshares,United States,Finance,Major Banks
MNST,Monster Beverage,United States,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
MNTK,Montauk Renewables,United States,Utilities,Natural Gas Distribution
MNTN,Everest Consolidator Acquisition Corporation,,Finance,Blank Checks
MNTS,Momentus,United States,Industrials,Military/Government/Technical
MNTX,Manitex International,United States,Technology,Industrial Machinery/Components
MO,Altria,United States,Consumer Staples,Tobacco
MOBQ,Mobiquity Technologies,United States,Consumer Discretionary,Advertising
MOBV,Mobiv Acquisition Corp,United States,Finance,Blank Checks
MOD,Modine Manufacturing Company,United States,Consumer Discretionary,Auto Parts:O.E.M.
MODD,Modular Medical,United States,Health Care,Industrial Specialties
MODG,Topgolf Callaway Brands Corp.,United States,Consumer Discretionary,Recreational Games/Products/Toys
MODN,Model N,United States,Technology,Computer Software: Programming Data Processing
MODV,ModivCare,United States,,
MOFG,MidWestOne Financial Gp,United States,Finance,Major Banks
MOH,Molina Healthcare,United States,Health Care,Medical Specialities
MOND,Mondee Holdings,United States,Consumer Discretionary,Transportation Services
MORF,Morphic Holding,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar,United States,Finance,Investment Managers
MOS,Mosaic Company (The),United States,Industrials,Agricultural Chemicals
MOTS,Motus GI Holdings,Israel,Health Care,Medical/Dental Instruments
MOV,Movado Group,United States,Consumer Discretionary,Consumer Specialties
MOVE,Movano,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MP,MP Materials Corp.,,Basic Materials,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund,United States,Finance,Finance Companies
MPAA,Motorcar Parts  of America,United States,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp,United States,Finance,Major Banks
MPC,Marathon Petroleum Corporation,United States,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation,,Consumer Discretionary,Business Services
MPRA,Mercato Partners Acquisition Corporation,United States,Finance,Blank Checks
MPTI,M-tron Industries,,,
MPU,Mega Matrix Corp.,United States,Consumer Discretionary,Transportation Services
MPV,Barings Participation Investors,United States,Finance,Finance Companies
MPWR,Monolithic Power Systems,United States,Technology,Semiconductors
MPX,Marine Products Corporation,United States,Industrials,Marine Transportation
MQ,Marqeta,United States,Technology,Computer Software: Prepackaged Software
MQT,Blackrock MuniYield Quality Fund II,United States,Finance,Investment Bankers/Brokers/Service
MQY,Blackrock MuniYield Quality Fund,United States,Finance,Investment Bankers/Brokers/Service
MRAI,Marpai,United States,Health Care,Managed Health Care
MRAM,Everspin Technologies,United States,Technology,Semiconductors
MRBK,Meridian Corporation,United States,Finance,Major Banks
MRC,MRC Global,United States,Industrials,Industrial Machinery/Components
MRCC,Monroe Capital Corporation,United States,Finance,Investment Managers
MRCY,Mercury Systems,United States,,
MRIN,Marin Softwareorporated,United States,Technology,EDP Services
MRK,Merck & Co.,United States,Health Care,Pharmaceuticals
MRKR,Marker Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRNA,Moderna,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation,United States,Energy,Oil & Gas Production
MRSN,Mersana Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRTN,Marten Transport Ltd.,United States,Industrials,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology,United States,Technology,Semiconductors
MS,Morgan Stanley,United States,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safetyorporated,United States,Health Care,Industrial Specialties
MSB,Mesabi Trust,United States,Industrials,Precious Metals
MSBI,Midland States Bancorp,United States,Finance,Major Banks
MSCI,MSCI,United States,Consumer Discretionary,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund,United States,Finance,Trusts Except Educational Religious and Charitable
MSEX,Middlesex Water Company,United States,Utilities,Water Supply
MSFT,Microsoft Corporation,United States,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp.,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGM,Motorsport Games,United States,Technology,Computer Software: Prepackaged Software
MSI,Motorola Solutions,United States,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company,United States,Industrials,Industrial Machinery/Components
MSN,Emerson Radio Corporation,United States,Consumer Staples,Consumer Electronics/Appliances
MSVB,Mid-Southern Bancorp,United States,Finance,Savings Institutions
MTAC,MedTech Acquisition Corporation,United States,Health Care,Medical Specialities
MTB,M&T Bank Corporation,United States,Finance,Major Banks
MTCH,Match Group,United States,Technology,Computer Software: Programming Data Processing
MTD,Mettler-Toledo International,Switzerland,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company,United States,Energy,Oil & Gas Production
MTEM,Molecular Templates,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MTEX,Mannatechorporated,United States,Health Care, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation,United States,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation,United States,Consumer Discretionary,Homebuilding
MTN,Vail Resorts,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust,United States,Energy,Oil & Gas Production
MTRX,Matrix Service Company,United States,Consumer Discretionary,Engineering & Construction
MTRY,Monterey Innovation Acquisition Corp.,United States,Finance,Blank Checks
MTSI,MACOM Technology Solutions Holdings,United States,Technology,Semiconductors
MTTR,Matterport,United States,Technology,Computer Software: Prepackaged Software
MTW,Manitowoc Company (The),United States,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies,United States,Industrials,Major Chemicals
MTZ,MasTec,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology,United States,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund,United States,Finance,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund ,United States,Finance,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II,United States,Finance,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group,Japan,Finance,Commercial Banks
MUI,BlackRock Municipalome Fund,United States,Finance,Investment Bankers/Brokers/Service
MUJ,Blackrock MuniHoldings New Jersey Quality Fund,United States,Finance,Investment Bankers/Brokers/Service
MULN,Mullen Automotive,United States,Consumer Discretionary,Auto Manufacturing
MUR,Murphy Oil Corporation,United States,Energy,Oil & Gas Production
MUSA,Murphy USA,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,McEwen Mining,Canada,Basic Materials,Precious Metals
MVBF,MVB Financial Corp.,United States,Finance,Major Banks
MVF,Blackrock MuniVest Fund,United States,Finance,Investment Bankers/Brokers/Service
MVIS,MicroVision,United States,Technology,Industrial Machinery/Components
MVLA,Movella Holdings,United States,Technology,EDP Services
MVST,Microvast Holdings,United States,Miscellaneous,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II ,United States,Finance,Investment Bankers/Brokers/Service
MWA,MUELLER WATER PRODUCTS,United States,Industrials,Metal Fabrications
MX,Magnachip Semiconductor Corporation,Luxembourg,Technology,Semiconductors
MXC,Mexco Energy Corporation,United States,Energy,Oil & Gas Production
MXCT,MaxCyte,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MXE,Mexico Equity andome Fund (The),United States,Finance,Finance Companies
MXF,Mexico Fund (The),United States,Finance,Trusts Except Educational Religious and Charitable
MXL,MaxLinear,United States,Technology,Semiconductors
MYD,Blackrock MuniYield Fund ,United States,Finance,Investment Bankers/Brokers/Service
MYE,Myers Industries,United States,Industrials,Plastic Products
MYFW,First Western Financial,United States,Finance,Major Banks
MYGN,Myriad Genetics,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III,United States,Finance,Investment Bankers/Brokers/Service
MYMD,MyMD Pharmaceuticals,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYN,Blackrock MuniYield New York Quality FundCommon Stock,United States,Finance,Finance Companies
MYO,Myomo,United States,Health Care,Industrial Specialties
MYPS,PLAYSTUDIOS ,United States,Technology,EDP Services
MYRG,MYR Group,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSZ,My Size,Israel,Technology,Retail: Computer Software & Peripheral Equipment
NABL,N-able,United States,Technology,Computer Software: Prepackaged Software
NAD,Nuveen Quality Municipalome Fund,United States,Finance,Investment Managers
NAII,Natural Alternatives International,United States,Health Care, Medicinal Chemicals and Botanical Products 
NAK,Northern Dynasty Minerals Ltd.,Canada,,
NAN,Nuveen New York Quality Municipalome Fund,United States,Finance,Investment Managers
NAOV,NanoVibronix,United States,Health Care,Industrial Specialties
NAPA,The Duckhorn Portfolio,United States,Consumer Staples,Beverages (Production/Distribution)
NARI,Inari Medical,United States,Health Care,Medical/Dental Instruments
NAT,Nordic American Tankers Limited,Bermuda,Consumer Discretionary,Marine Transportation
NATH,Nathan's Famous,United States,Consumer Discretionary,Restaurants
NATI,National Instruments Corporation,United States,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,Nautilus Biotechnolgy,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
NAVB,Navidea Biopharmaceuticals,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation,United States,Finance,Investment Bankers/Brokers/Service
NAZ,Nuveen Arizona Quality Municipalome Fund,United States,Finance,Finance/Investors Services
NB,NioCorp Developments Ltd.,United States,Basic Materials,Metal Mining
NBH,Neuberger Berman Municipal Fund,United States,Finance,Finance/Investors Services
NBHC,National Bank Holdings Corporation,United States,Finance,Major Banks
NBIX,Neurocrine Biosciences,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank,United States,Finance,Major Banks
NBO,Neuberger Berman New York Municipal Fund,United States,Finance,Finance/Investors Services
NBSE,NeuBase Therapeutics ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NBST,Newbury Street Acquisition Corporation,United States,Finance,Blank Checks
NBTB,NBT Bancorp,United States,Finance,Major Banks
NBW,Neuberger Berman California Municipal Fund,United States,Finance,Finance/Investors Services
NBXG,Neuberger Berman Next Generation Connectivity Fund,,Finance,Trusts Except Educational Religious and Charitable
NBY,NovaBay Pharmaceuticals,United States,,
NC,NACCO Industries,United States,Energy,Coal Mining
NCLH,Norwegian Cruise Line Holdings,United States,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
NCMI,National CineMedia,United States,Consumer Discretionary,Advertising
NCNO,nCino,United States,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital,United States,Finance,Investment Managers
NCR,NCR Corporation,United States,Miscellaneous,Office Equipment/Supplies/Services
NCRA,Nocera,Taiwan,Consumer Staples,Farming/Seeds/Milling
NCSM,NCS Multistage Holdings,United States,Energy,Oilfield Services/Equipment
NDAQ,Nasdaq,United States,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company,United States,Consumer Discretionary,Restaurants
NDP,Tortoise Energy Independence Fund,United States,Finance,Finance/Investors Services
NDRA,ENDRA Life Sciences,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation,United States,Industrials,Industrial Machinery/Components
NECB,NorthEast Community Bancorp,United States,Finance,Savings Institutions
NEE,NextEra Energy,United States,Technology,EDP Services
NEM,Newmont,United States,Materials,Gold
NEO,NeoGenomics,United States,Health Care,Precision Instruments
NEOG,Neogen Corporation,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode,Sweden,Technology,Industrial Machinery/Components
NEOV,NeoVolta,United States,Miscellaneous,Industrial Machinery/Components
